material_id,fitness
0,-0.055304042246078315
1,-0.09920834789098
2,-0.0978903160503497
3,-0.1495850324407687
4,-0.04681724331212464
5,-0.08055054238758368
6,-0.008309613596371475
7,-0.24559592374949507
8,-0.16299760716868375
9,0.09861208410796031
10,-0.13249101736069735
11,-0.007340347479905616
12,-0.09756871282142637
13,-0.11031304806219559
14,-0.1365036353371694
15,-0.21661032446283407
16,-0.07582099354636769
17,-0.33018554562691604
18,-0.14770265568724397
19,-0.24405366523416294
20,-0.19187454988272665
21,0.02813715689025239
22,-0.14883466966617293
23,-0.14510458195415804
24,-0.037540117592806614
25,-0.2715100149598749
26,-0.18181152460687067
27,0.41928580447681046
28,-0.09241547338171618
29,-0.03690408562082893
30,-0.01743423326103649
31,-0.14272589374906003
32,-0.20221307823426307
33,-0.1642313605658731
34,-0.11664279455159199
35,-0.16470423269792653
36,-0.24480611417976358
37,-0.10399718552524036
38,-0.08652133949867903
39,-0.22010634597816384
40,-0.13371148521994225
41,-0.09390346520112103
42,-0.14133541747730566
43,-0.08698021017165444
44,-0.12280001740966755
45,0.04521834103532955
46,-0.11289395569677664
47,-0.08268428043570997
48,-0.1539846348988208
49,-0.09961450374286873
50,-0.0985211146317902
51,-0.06726712328265348
52,-0.005295236028247589
53,-0.06962846787695316
54,-0.036011399080917765
55,0.06066664131023707
56,-0.09507282982548639
57,-0.15955503980787056
58,-0.06816596944660248
59,-0.10520706632787087
60,-0.1404115087241368
61,0.12546913766480305
62,-0.11456302789920438
63,-0.12656712916871124
64,-0.09278407049567926
65,0.03987018800797419
66,-0.19817827916303035
67,-0.058663334597617696
68,-0.1273058382089128
69,0.0017352003006977637
70,-0.03957740708527544
71,0.07227346881438157
72,-0.13755515402786092
73,-0.1294464953779731
74,-0.12288323733931075
75,-0.14542478148142185
76,-0.11670062148786614
77,-0.22741707776039816
78,-0.1264146317365957
79,-0.1585591194779167
80,-0.13135176775972293
81,-0.162577260908871
82,-0.03977911008697038
83,-0.14845727962907715
84,-0.09006815202318037
85,-0.11234418915915864
86,-0.12162911266031848
87,0.07000329998953081
88,-0.055262064711570934
89,-0.08757050891027789
90,-0.005759390045883804
91,-0.13243813440760208
92,-0.11749579560019119
93,0.0260329366619724
94,-0.14990674602703966
95,-0.0758587334022727
96,-0.2533622971325431
97,-0.16636814325094856
98,-0.18884676751185908
99,-0.014841957019259947
100,-0.19169731421907538
101,-0.18101882580669162
102,-0.10097315572155947
103,-0.10822407754290497
104,-0.12350407393227662
105,-0.18107612791558805
106,-0.11001801296871984
107,-0.09103044803067482
108,-0.21966185972605967
109,-0.1733963878378822
110,-0.062390573362620445
111,-0.1657092345956695
112,-0.08695885294401778
113,-0.09389985106652471
114,-0.17218021656035196
115,-0.26626110136805076
116,-0.11125457340087036
117,-0.1227745490215017
118,-0.06428054822217115
119,0.09251942465477261
120,-0.13140241654487367
121,-0.08539230263598738
122,0.04830335849552139
123,-0.06964297212648815
124,-0.10710691711173956
125,-0.13570565880730498
126,-0.04096568319702834
127,-0.2294352312604795
128,-0.1978000587004619
129,-0.16981081177657326
130,-0.2085535034413791
131,-0.07683393633357966
132,-0.2060340438758142
133,-0.03803044683710075
134,-0.137064060197225
135,-0.17180031992993516
136,-0.32771599083233904
137,-0.16942118440611417
138,0.33753136007684914
139,-0.04642878234294906
140,-0.2434639418771997
141,-0.04646514929733432
142,0.0058367274665550644
143,-0.12820282106014583
144,-0.11106914290042298
145,-0.0360146376469961
146,-0.13171673204000464
147,-0.0683841585611318
148,0.1620817734548774
149,-0.24037193138187352
150,0.07673780933271787
151,-0.1051132979561096
152,-0.26501459021444934
153,0.003219702335145017
154,-0.10829183725051186
155,-0.24595274463503128
156,-0.1081425121536507
157,-0.1294487589899936
158,-0.20897779366298805
159,-0.05711533246064013
160,-0.22003368400727794
161,-0.2833068594958638
162,-0.15209781221819377
163,-0.14076875225868404
164,-0.27360954844105273
165,-0.17822512104445662
166,-0.1259170507938965
167,-0.09466280805538081
168,-0.05644561949429079
169,-0.16193197464402245
170,-0.1837268414035256
171,-0.0054745483616673975
172,-0.10256377444867801
173,-0.05578525487083726
174,0.20938104471430952
175,-0.15175129262470471
176,-0.09839584103880883
177,-0.19449264076288927
178,-0.12761905876395918
179,-0.09176127869804894
180,-0.14811960780671413
181,-0.1368746680314658
182,-0.25603464083411237
183,-0.0033645830373704344
184,-0.10259584997627601
185,-0.012416558188865561
186,-0.14422607967734066
187,-0.1010978962345228
188,-0.04265305437427895
189,-0.07609064324020003
190,-0.12231847945742969
191,-0.33710108522126897
192,0.014261749632284184
193,-0.11512295891730662
194,-0.1181141606155628
195,-0.1299088813773971
196,-0.07719611248747126
197,0.22575008070276578
198,0.010360840841761962
199,-0.1520726536742078
200,-0.06197060446341324
201,-0.16068976640613758
202,-0.06642111903445073
203,-0.15906856968051347
204,-0.15577098573180667
205,-0.0995619156116225
206,-0.04339143077326222
207,0.004693986766410102
208,-0.0918875023715148
209,-0.24742455530410284
210,-0.13482784327815886
211,-0.02863455249647674
212,-0.22726741692934221
213,-0.06414627160771852
214,-0.16182506670824043
215,0.08250413084161269
216,-0.11495386808584604
217,-0.06485190815622816
218,-0.22724402905670557
219,-0.05726430480380408
220,-0.12639069281100526
221,-0.12103610499240466
222,0.052037813497530304
223,-0.047832553615922146
224,-0.10312578162868485
225,-0.11193482032194065
226,-0.08009414566401078
227,-0.35771831344112653
228,-0.0030229898221038774
229,-0.1758523363426937
230,-0.15594541247935179
231,-0.12622109447891314
232,-0.15016344508881396
233,-0.19356310533809926
234,-0.08656730253433813
235,-0.13962224959893715
236,-0.19758555484929197
237,-0.14641312519595034
238,-0.007795650256652645
239,-0.20708197848041598
240,-0.13716886457429306
241,-0.2129152081254732
242,-0.21759434625812812
243,-0.21793811377383934
244,-0.011984507879278627
245,0.0009266109991454651
246,-0.12746522984453504
247,-0.11815511855658861
248,-0.0870354249623121
249,-0.12488599972543338
250,-0.11647014128573838
251,-0.09099288818145385
252,0.009369696156273019
253,-0.03002716086776385
254,-0.17081358257214893
255,-0.03525084180030111
256,-0.21004006471365072
257,0.2342185197965472
258,-0.18977966404127966
259,-0.17808168155153137
260,-0.34221075454669814
261,-0.1222396602809573
262,-0.1969775240691284
263,-0.1546243305841328
264,-0.20559240065219314
265,-0.02511963078889587
266,-0.12008366933615723
267,-0.04447604492148122
268,-0.06695473701614965
269,-0.14635538494083508
270,-0.2125653027398626
271,-0.052147978921719906
272,-0.06930929314444585
273,-0.06690111697796254
274,-0.33431562193248043
275,-0.1431263046668079
276,-0.06617413137895926
277,-0.11131407653228864
278,-0.08918205036575422
279,-0.01819169864610325
280,-0.08769244374557403
281,-0.20123071578135526
282,-0.16664450017486448
283,-0.1719952392613858
284,-0.22311633050771698
285,-0.17963182340863232
286,-0.15676399116279116
287,-0.0031723711798638562
288,0.025427870903713894
289,-0.044703865454970335
290,-0.15272015115884724
291,0.09739414659235797
292,-0.05403007006420376
293,-0.08376989153869392
294,-0.07535612663491086
295,-0.11696421199033236
